Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-04-26,14305.8,14729.2,14286.9,14635.2,3098.274991539
2024-04-29,14503.4,14927,14494,14908.1,3661.404533897
2024-04-30,14898.7,15096.3,14691.6,14804.6,3262.9638199645
2024-05-02,14832.8,14945.8,14701,14776.3,2438.4571692668
2024-05-06,14936.4,15585.7,14870.4,15557.5,6233.7377830451
2024-05-07,15435.2,15642.3,15256.3,15388.1,2809.2726603667
2024-05-08,15454,15642.3,15435.2,15632.8,3121.6501800897
2024-05-09,15670.4,16178.7,15670.4,16178.7,4326.5348990216
2024-05-10,16244.6,16366.9,15933.9,15962.2,3709.2174195689
2024-05-13,15999.9,16376.3,15868.2,16244.6,1701.0762213491
2024-05-14,16282.3,16376.3,16046.9,16376.3,2370.4566207557
2024-05-15,16404.6,16828.1,16376.3,16752.7,3510.5283168879
2024-05-16,16799.8,16912.8,16432.8,16555.2,5024.6030298313
2024-05-17,16470.4,16715.2,16385.7,16677.6,2994.1491516314
2024-05-20,16639.9,16799.8,16385.7,16423.4,3182.2131686075
2024-05-21,16423.4,16498.7,16103.4,16376.3,2752.9597061309
2024-05-22,16376.3,16376.3,15933.9,16254,2705.146820459
2024-05-23,16225.8,16366.9,16065.7,16112.8,1758.4516841554
2024-05-24,16065.7,16414,15821.1,16376.3,1900.8278326006
2024-05-27,16404.6,16508.1,16112.8,16112.8,1294.1354388527
2024-05-28,16254,16536.4,15981,16131.6,1929.5155640037
2024-05-29,16122.2,16254,15952.8,16122.2,1666.0134385231
2024-05-31,16122.2,16470.4,15821.1,16319.9,6792.6172911211
2024-06-03,16376.3,16470.4,16225.8,16263.4,1453.5117244257
2024-06-04,16188.1,16348,16131.6,16159.9,1528.9498329303
2024-06-05,16178.7,16404.6,16056.3,16366.9,1484.3244729698
2024-06-06,16376.3,16828.1,16235.2,16752.7,3094.0249572571
2024-06-07,16846.9,16846.9,16282.3,16404.6,2918.7110431268
2024-06-10,16461,16479.8,16235.2,16376.3,2363.0190607623
2024-06-11,16291.7,16508.1,16150.5,16319.9,3084.4623801227
2024-06-12,16319.9,16799.8,16319.9,16715.2,3387.2773227114
2024-06-13,16508.1,16517.5,15595.1,15821.1,6216.7376459173
2024-06-14,15999.9,16141.1,15566.9,15698.7,5175.4792468404
2024-06-17,15821.1,16263.4,15736.4,16206.9,2437.3946606964
2024-06-18,16272.9,16583.4,15971.6,16094,4427.4732132178
2024-06-19,16056.3,16395.1,16046.9,16103.4,2726.3969918687
2024-06-20,16103.4,16122.2,15877.6,15990.4,1969.8908896822
2024-06-21,16018.7,16084.5,15689.3,15887,8323.6921411923
2024-06-24,15821.1,16291.7,15811.6,16103.4,2472.4574435224
2024-06-25,16150.5,16244.6,15849.3,15887,2580.833317712
2024-06-26,15981,16169.3,15821.1,16046.9,3058.962174431
2024-06-27,15924.5,16235.2,15924.5,16131.6,2026.203843918
2024-06-28,16235.2,16235.2,15962.2,16084.5,2965.4614202282
2024-07-01,16103.4,16329.3,15943.3,15952.8,3396.8398998458
2024-07-02,15962.2,16065.7,15576.3,15717.5,2905.960940281
2024-07-03,15717.5,15896.4,15463.5,15538.6,3216.2134428631
2024-07-04,15708.1,15981,15595.1,15981,1304.7605245576
2024-07-05,15999.9,16122.2,15689.3,15821.1,986.0079534116
2024-07-08,15821.1,15952.8,15726.9,15933.9,1193.1971246565
2024-07-09,15924.5,16065.7,15802.2,16056.3,2217.4553866056
2024-07-10,16056.3,16084.5,15755.2,15868.2,2579.7708091416
2024-07-11,15868.2,16065.7,15755.2,16018.7,2438.4571692668
2024-07-12,16065.7,16470.4,15905.8,16451.6,3724.0925395557
2024-07-15,16470.4,16470.4,16122.2,16338.6,2217.4553866056
2024-07-16,16301.1,16301.1,15717.5,15717.5,4901.3520356549
2024-07-17,15717.5,15849.3,15077.6,15435.2,5635.5454578611
2024-07-18,15435.2,15821.1,15209.3,15717.5,4102.3455906489
2024-07-19,15623.4,15632.8,15397.5,15425.8,2340.7063807821
2024-07-22,15454,15774,15454,15604.6,1045.5084333589
2024-07-23,15557.5,15689.3,15265.7,15331.7,3217.2759514335
2024-07-24,15209.3,15322.2,14945.8,15039.9,3165.2130314797
2024-07-25,14776.3,14974.1,14418.7,14870.4,5610.0452521695
2024-07-26,14785.7,14842.3,14512.8,14635.2,3310.7767056364
2024-07-29,14814,14823.4,14277.5,14352.8,1931.6405811447
2024-07-30,14362.2,14559.9,14042.3,14042.3,4013.094870728
2024-07-31,14174.1,14512.8,14164.6,14296.3,5139.3539554439
2024-08-01,14399.9,14399.9,13844.6,13882.2,3179.025642896
2024-08-02,13797.6,14023.4,13421.1,13872.8,4071.5328421048
2024-08-05,13505.8,13806.9,13223.4,13722.3,4857.7891842649
2024-08-06,13929.3,14032.8,13308.1,13496.3,3985.4696478954
2024-08-07,13599.9,13769.4,13157.5,13468.1,4213.90899055
2024-08-08,13496.3,13816.4,13148.1,13712.8,2913.3985002744
2024-08-09,13750.5,13882.2,13251.7,13336.4,2971.8364716511
2024-08-12,13439.9,14023.4,13430.5,13957.5,1845.5773869353
2024-08-13,14014,14014,13656.4,13769.4,2010.2662153607
2024-08-14,13825.8,13910.5,13308.1,13430.5,4004.5948021641
2024-08-16,13656.4,14174.1,13571.6,14051.7,6523.802622788
2024-08-19,14089.3,14089.3,13684.6,13919.9,3372.4022027246
2024-08-20,14032.8,14343.3,13844.6,13872.8,2236.5805408744
2024-08-21,14061.1,14061.1,13769.4,13966.9,2044.2664896163
2024-08-22,13995.2,14230.5,13806.9,13872.8,2033.6414039114
2024-08-23,13872.8,13985.7,13665.8,13835.2,2094.2043924292
2024-08-26,13919.9,13919.9,13562.2,13665.8,1076.321181903
2024-08-27,13741.1,13788.2,13468.1,13788.2,3780.4054937915
2024-08-28,13656.4,13759.9,13421.1,13496.3,1493.8870501042
2024-08-29,13458.7,13854,13421.1,13806.9,3099.3375001095
2024-08-30,13882.2,13901.1,13694,13872.8,3120.5876715193
2024-09-02,13882.2,14550.5,13581,14390.4,4945.9773956153
2024-09-03,14305.8,14851.7,14211.6,14230.5,4769.6009729145
2024-09-04,14051.7,14268.2,13891.6,13995.2,2826.2727974945
2024-09-05,13995.2,14277.5,13778.8,13825.8,2275.8933579824
2024-09-06,13806.9,13825.8,13232.9,13308.1,2800.7725918028
2024-09-09,13308.1,13430.5,13195.2,13308.1,2541.520500604
2024-09-10,13308.1,13355.2,13016.4,13176.3,2006.0161810788
2024-09-11,13251.7,13298.7,12818.7,12865.8,4136.3458649045
2024-09-12,12959.9,13486.9,12959.9,13308.1,3173.7131000436
2024-09-13,13317.5,13712.8,13119.9,13628.1,3727.2800652671
2024-09-16,13647,13910.5,13552.8,13684.6,4332.9099504445
2024-09-17,13684.6,14032.8,13675.1,13919.9,3935.5317450825
2024-09-18,13966.9,13966.9,13562.2,13731.7,3020.7118658935
2024-09-19,13750.5,14136.4,13731.7,13976.3,8206.8161984388
2024-09-20,13976.3,13985.7,13185.7,13251.7,14151.551650312
2024-09-23,13270.5,13647,13035.1,13505.8,4108.7206420718
2024-09-24,13505.8,13731.7,13430.5,13637.6,3624.2167339299
2024-09-25,13647,14249.3,13562.2,14127,6026.5486118002
2024-09-26,13741.1,15002.2,13665.8,14738.6,22698.370591306
2024-09-27,14654,14945.8,14588.2,14898.7,4483.7861674536
2024-09-30,14766.9,15002.2,14597.5,14861,4396.6604646737
2024-10-01,14964.6,15397.5,14776.3,15105.8,4382.8478532574
2024-10-02,15011.6,15322.2,14936.4,15124.5,2582.958334853
2024-10-03,15199.9,15199.9,14738.6,14823.4,4072.5953506753
2024-10-04,14823.4,15124.5,14823.4,15021.1,3210.9009000106
2024-10-07,15096.3,15096.3,14814,14983.5,1952.8907525544
2024-10-08,14842.3,15049.3,14588.2,14776.3,2720.0219404458
2024-10-09,14795.2,14983.5,14522.2,14889.3,2399.1443521588
2024-10-10,15014.2,15110.3,14841.3,14889.3,2567.1469715124
2024-10-11,14985.3,15263.9,14947,15014.2,1500.1049415853
2024-10-14,15023.8,15408,15004.6,15273.6,5357.0714985412
2024-10-15,15436.9,15494.5,15263.9,15321.5,2695.1920151036
2024-10-16,15321.5,15696.2,15158.3,15552.1,3247.9718374366
2024-10-17,15571.3,15686.6,15177.5,15350.4,3861.1306234142
2024-10-18,15331.2,15542.5,15004.6,15283.2,3710.1832143026
2024-10-21,15311.9,15369.6,15081.4,15196.7,1726.0055469455
2024-10-22,15023.8,15148.6,14495.5,14581.9,5955.656051915
2024-10-23,14572.3,14918.1,14332.2,14793.2,6991.4675834052
2024-10-24,14774.1,15148.6,14716.4,14889.3,3210.4952393123
2024-10-25,14889.3,15004.6,14649.1,14898.9,3108.4756110851
2024-10-28,14898.9,15148.6,14889.3,14975.7,2480.7425925036
2024-10-29,15042.9,15052.6,14812.4,15004.6,2174.6837078221
2024-10-30,15004.6,15004.6,14159.2,14418.6,4439.9358611112
2024-10-31,14409,14457,13919.1,13938.3,6427.236578312
2024-11-04,14130.4,14322.5,14024.8,14303.3,3413.4934791521
2024-11-05,14303.3,14303.3,13861.4,14053.6,2626.4849185425
2024-11-06,14101.6,14447.4,14024.8,14101.6,3005.4149662434
2024-11-07,14120.8,14495.5,14024.8,14361,1963.3573350658
2024-11-08,14409,14495.5,14072.8,14168.9,1978.9725842843
2024-11-12,14178.5,14216.8,13717.3,13727,3591.5073202424
2024-11-13,13736.6,13774.9,13333.1,13640.5,5808.8727092616
2024-11-14,13659.7,14159.2,13573.3,14034.3,6913.3913373129
2024-11-15,14111.2,14140,13688.6,13765.4,3216.7413389997
2024-11-18,13659.7,14092,13621.3,14005.6,2524.4652903153
2024-11-19,14082.4,14120.8,13265.9,13448.4,4917.7624871956
2024-11-20,13458,14178.5,13458,14140,6637.5219344537
2024-11-21,14159.2,14236.1,13899.9,14082.4,5362.276581614
2024-11-22,14043.9,14889.3,13967.1,14764.4,6440.7697943013
2024-11-25,14898.9,15254.3,14802.8,14908.5,6210.7051224829
2024-11-26,14908.5,15100.6,14745.2,14889.3,1952.9471689202
2024-11-27,14995,15042.9,14706.7,14937.4,2060.1718802202
2024-11-28,14937.4,15139,14831.7,14841.3,1081.616262531
2024-11-29,14927.7,15081.4,14822,15042.9,2797.2116433308
2024-12-02,14947,15840.3,14947,15696.2,7114.3075439236
2024-12-03,15696.2,15897.9,15417.6,15532.9,5728.7144299402
2024-12-04,15657.8,15897.9,15446.5,15782.7,3401.0012797773
2024-12-05,15792.3,16118.9,15792.3,15974.7,6188.8437735771
2024-12-06,15878.8,16138,15878.8,15936.4,6069.1268629023
2024-12-09,15936.4,16310.9,15917.1,16195.7,6993.5496166343
2024-12-10,16195.7,16205.3,15878.8,16157.3,6989.385550176
2024-12-11,16166.9,16330.2,15907.5,16243.7,5963.9841848315
2024-12-12,15311.9,16157.3,15187.1,15638.5,19523.225589515
2024-12-13,15628.9,15801.8,15408,15552.1,6280.4532356586
2024-12-16,15609.8,15830.7,15465.6,15513.7,6558.4046717469
2024-12-17,15513.7,15638.5,15215.9,15302.3,5083.2841289112
2024-12-18,15302.3,15484.8,15254.3,15408,6510.517907477
2024-12-19,15311.9,15417.6,15167.9,15302.3,3977.7244842452
2024-12-20,15215.9,15283.2,15033.4,15129.4,15704.776647298
2024-12-23,15167.9,15436.9,15139,15206.2,2135.1250764687
2024-12-27,15139,15311.9,15091,15206.2,1958.152251993
2024-12-30,15225.5,15225.5,14937.4,14937.4,1666.6675999154
2025-01-02,15081.4,15388.8,15014.2,15331.2,3334.3762164453
2025-01-03,15398.4,15552.1,15283.2,15465.6,3066.8349465026
2025-01-07,15561.7,15869.1,15484.8,15532.9,3257.3409869676
2025-01-08,15657.8,15657.8,14812.4,14908.5,4531.5453231928
2025-01-09,14908.5,15033.4,14822,14995,2508.8500410968
2025-01-10,15033.4,15187.1,14831.7,14975.7,2381.8460141202
2025-01-13,15071.8,15100.6,14322.5,14332.2,3752.8648954996
2025-01-14,14399.4,14629.9,14293.7,14428.2,2335.0002664648
2025-01-15,14466.6,14822,14341.8,14697.2,2821.1550254657
2025-01-16,14850.9,14908.5,14697.2,14793.2,2211.1192893318
2025-01-17,14966.1,15129.4,14822,15033.4,3480.1185424841
2025-01-20,15129.4,15292.7,14937.4,15158.3,1841.558391162
2025-01-21,15187.1,15254.3,14947,15215.9,1995.6288501173
2025-01-22,15177.5,15427.2,15158.3,15369.6,3596.7124033152
2025-01-23,15379.2,15456.1,15110.3,15292.7,1996.6698667318
2025-01-24,15360,15648.1,15360,15542.5,2263.17012006
2025-01-27,15417.6,15542.5,14995,15542.5,2755.5709787483
2025-01-28,15465.6,15773.1,15379.2,15667.4,1918.5936206396
2025-01-29,15667.4,15763.4,15475.2,15561.7,2827.4011251531
2025-01-30,15648.1,15773.1,15494.5,15705.8,3617.5327356064
2025-01-31,15696.2,15936.4,15523.3,15811.4,2854.4675571318
2025-02-03,15350.4,15552.1,15196.7,15388.8,4053.7186971083
2025-02-04,15504.1,15792.3,15484.8,15792.3,2476.5785260454
2025-02-05,15609.8,15821.1,15571.3,15753.8,3559.2358051909
2025-02-06,15763.4,16714.5,15715.4,16618.4,5300.8566013548
2025-02-07,16570.3,16666.4,16272.6,16618.4,4204.66610622
2025-02-10,16522.3,16743.2,16483.9,16531.9,1804.0817930377
2025-02-11,16551.2,16839.3,16426.2,16772.1,3454.0931271201
2025-02-12,16724,17002.6,16647.2,16906.5,3786.1774271657
2025-02-13,16906.5,17338.8,16906.5,17185.1,9601.2962361146
2025-02-14,17185.1,17223.6,16896.9,17108.3,4405.5823128306
2025-02-17,17165.9,17665.4,17041.1,17348.4,4156.7793419501
2025-02-18,17386.9,17675,17329.2,17531,5218.6162888044
2025-02-19,17511.7,17771.1,17185.1,17454.1,5556.9466885373
2025-02-20,17454.1,17550.2,17242.7,17348.4,3442.6419443599
2025-02-21,17348.4,17675,17300.4,17559.8,2332.9182332357
2025-02-24,17578.9,17578.9,17242.7,17290.8,2335.0002664648
2025-02-25,17271.6,17521.3,17146.7,17338.8,4514.8890573598
2025-02-26,17348.4,17790.3,17348.4,17675,5657.9253001499
2025-02-27,17675,17742.2,17358,17482.9,3300.0226681647
2025-02-28,17396.4,17617.4,17262,17540.6,4293.1525184578
2025-03-03,17473.3,17578.9,17175.5,17492.5,4499.2738081413
2025-03-04,17338.8,17338.8,16666.4,16666.4,7829.4859581284
2025-03-05,16839.3,17377.3,16829.7,17310,4640.8520677219
2025-03-06,17386.9,17771.1,17290.8,17771.1,3841.3513077375
2025-03-07,17713.5,17732.7,17185.1,17559.8,5363.3175982286
2025-03-10,17627,17636.6,17185.1,17290.8,3624.8198519084
2025-03-11,17271.6,17617.4,17069.8,17281.2,2845.0984076007
2025-03-12,17386.9,17454.1,16925.8,17108.3,4159.9023917938
2025-03-13,17098.7,17290.8,16906.5,17175.5,3484.2826089424
2025-03-14,17271.6,17406,17108.3,17290.8,4220.2813554384
2025-03-17,17300.4,17655.8,17204.4,17511.7,4788.6764269898
2025-03-18,17578.9,17742.2,17434.9,17607.8,5530.9212731733
2025-03-19,17473.3,17627,17338.8,17559.8,4521.1351570471
2025-03-20,17550.2,17578.9,17204.4,17434.9,7169.4814244954
2025-03-21,17434.9,17492.5,17117.9,17281.2,11501.151557692
2025-03-24,17367.7,17463.7,17127.5,17425.3,3179.2647408754
2025-03-25,17434.9,17482.9,17204.4,17271.6,1912.3475209522
2025-03-26,17290.8,17300.4,17041.1,17233.1,3266.7101364987
2025-03-27,17117.9,17377.3,16935.4,17310,3693.5269484695
2025-03-28,17377.3,17386.9,17127.5,17223.6,3066.8349465026
2025-03-31,17098.7,17165.9,16791.3,16916.1,4311.89081752
2025-04-01,16916.1,17425.3,16916.1,17281.2,3797.6286099258
2025-04-02,17281.2,17386.9,17103.5,17324.4,3626.9018851375
2025-04-03,16330.2,16522.3,15427.2,15652.9,23345.83859819
2025-04-04,15801.8,15917.1,14553.1,14759.6,12929.426352873
2025-04-07,14120.8,15081.4,13563.7,14567.5,11223.200121604
2025-04-08,14889.3,15268.8,14466.6,14884.5,6839.479157679
2025-04-09,14505.1,15143.8,14409,14822,4195.2969566889
2025-04-10,15849.9,15941.2,15177.5,15177.5,4613.7856357432
2025-04-11,15191.9,15446.5,14615.6,14697.2,11969.609034245
2025-04-14,15057.4,15311.9,14995,15163.1,3326.0480835288
2025-04-15,15369.6,15489.7,14918.1,14985.3,4304.603701218
2025-04-16,15129.4,15129.4,14711.5,14846.1,4331.6701331967
2025-04-17,14889.3,15283.2,14850.9,14995,2591.0903536473
2025-04-22,15210.9,15313.9,14896.8,15210.9,2955.12672814
2025-04-23,15323.7,15578.9,15220.7,15402.2,5442.5282258606
2025-04-24,15304.1,15309,14965.5,15309,9211.843318064
2025-04-25,15382.6,15382.6,15073.5,15112.7,11540.279377995
2025-04-28,15112.7,15426.7,15063.7,15402.2,17384.297235196
2025-04-29,15402.2,15534.7,15215.8,15309,6395.3018433816
2025-04-30,15309,15426.7,15024.4,15112.7,3230.259216622
2025-05-02,15235.4,15461.1,15063.7,15436.6,4468.355414791
2025-05-05,15436.6,15485.6,15240.3,15387.5,1853.5777649954
2025-05-06,15259.9,15397.3,14828.1,15083.3,5752.307027707
2025-05-07,15073.5,15289.4,14945.9,15230.5,4303.2759217018
2025-05-08,15259.9,15495.4,15093.1,15367.9,3737.7258064888
2025-05-09,15436.6,16177.5,15412,16094.1,6331.1042627358
2025-05-12,16270.7,16609.3,15731,15956.7,5256.0495392228
2025-05-13,16015.6,16280.5,15814.4,16251.1,5189.8139401438
2025-05-14,16251.1,16280.5,15809.5,16079.3,5583.1514977514
2025-05-15,16094.1,16246.2,15902.7,16143.1,5031.8675115708
2025-05-16,16094.1,16270.7,15667.2,15848.7,6076.3519585858
2025-05-19,15701.5,15809.5,15348.2,15681.9,3559.3991935838
2025-05-20,15706.4,15858.5,15534.7,15534.7,3182.3657834418
2025-05-21,15574,15583.8,15181.4,15309,3212.9360599398
2025-05-22,15309,15382.6,15048.9,15205.9,5522.0109447554
2025-05-23,15279.5,15358.1,14533.7,14739.8,8234.6134793446
2025-05-26,15014.6,15456.2,14847.8,15333.5,2884.8150921946
2025-05-27,15446.4,15446.4,15142.2,15299.2,3122.2442396624
2025-05-28,15304.1,15446.4,15053.8,15063.7,3619.5207373632
2025-05-29,15156.9,15191.2,14371.8,14465,7588.5616360202
2025-05-30,14425.8,14597.5,13989.1,14151,13090.192396444
2025-06-02,14023.4,14258.9,13949.8,14131.4,10362.304723605
2025-06-03,14180.4,14180.4,13709.4,13994,5176.566820328
2025-06-04,14003.8,14209.9,13954.7,14062.7,4647.7010369126
2025-06-05,14170.6,14401.2,13989.1,14048,5594.360599134
2025-06-06,14003.8,14219.7,13846.8,14043.1,3910.9573733108
2025-06-09,14043.1,14303.1,14008.7,14146.1,2760.4959677694
2025-06-10,14283.5,14455.2,14048,14303.1,5609.645737383
2025-06-11,14362,14465,14057.8,14155.9,4831.1226959006
2025-06-12,14533.7,14906.6,14028.3,14200.1,14189.703341155
2025-06-13,13984.2,14067.6,13738.8,13837,8505.6699309602
2025-06-16,13935.1,14072.5,13817.3,13949.8,5126.6353687146
2025-06-17,13940,13949.8,13419.9,13567.1,7519.2690092914
2025-06-18,13640.7,13729,13424.8,13650.5,6836.5328341694
2025-06-20,13576.9,13871.3,13522.9,13783,6547.134216655
2025-06-23,13738.8,13738.8,13223.6,13405.2,5006.3922811558
2025-06-24,13621.1,13812.4,13567.1,13768.3,4241.1163594892
2025-06-25,13886,13886,13567.1,13670.1,2438.4890553238
2025-06-26,13787.9,14268.8,13763.4,14160.8,7046.448732789
2025-06-27,14239.3,14764.3,14190.3,14622,8303.9061060734
2025-06-30,14479.8,14671.1,14180.4,14396.3,6514.5259217238
2025-07-01,14425.8,14965.5,14425.8,14597.5,8405.8070277334
2025-07-02,14602.4,14852.7,14553.4,14695.6,4882.0731567306
2025-07-03,14671.1,14965.5,14602.4,14602.4,4655.8531106454
2025-07-04,14602.4,14695.6,14283.5,14523.9,4408.2338710116
2025-07-07,14548.4,14602.4,14136.3,14195.2,3604.2355991142
2025-07-08,14234.4,14386.5,14087.2,14234.4,4978.8790323076
2025-07-09,14298.2,14396.3,14048,14327.6,5712.5656682596
2025-07-10,14327.6,14420.9,14229.5,14303.1,4353.2073733152
2025-07-11,14347.3,14455.2,14239.3,14312.9,4817.8755760848
2025-07-14,14401.2,14479.8,14249.1,14455.2,2641.2718894272
2025-07-15,14514.1,14739.8,14381.6,14420.9,5239.7453917572
2025-07-16,14425.8,14754.5,14308,14538.6,4924.8715438278
2025-07-17,14543.5,15078.4,14538.6,14955.7,7755.6791475426
2025-07-18,14985.1,15559.2,14921.4,15495.4,7734.279953994
2025-07-21,15407.1,15642.6,15333.5,15466,3503.3536866708
2025-07-22,15564.1,15711.3,15387.5,15554.3,4759.7920507386
2025-07-23,15721.2,16108.8,15721.2,15907.6,7607.9228111356
2025-07-24,15907.6,15981.2,15780,15848.7,4974.8029954412
2025-07-25,15868.4,15868.4,15559.2,15804.6,2967.3548387392
2025-07-28,15848.7,15942,15333.5,15578.9,2480.2684332044
2025-07-29,15623,15946.9,15578.9,15858.5,4356.264400965
2025-07-30,15897.8,16584.7,15804.6,16560.2,8804.239631424
2025-07-31,16594.6,16707.4,16256,16378.7,4751.6399770058
2025-08-01,16398.3,16398.3,15765.3,15883.1,4491.7926267728
2025-08-04,15863.4,16182.4,15510.2,16128.4,3441.1941244582
2025-08-05,16236.4,16285.4,15819.3,15902.7,3284.2667051018
2025-08-06,15946.9,16113.7,15740.8,16079.3,2982.6399769882
2025-08-07,16064.6,16520.9,15897.8,16123.5,4740.4308756232
2025-08-08,16005.7,16560.2,15848.7,16520.9,3164.023617543
2025-08-11,16535.7,16579.8,16005.7,16005.7,2507.7816820526
2025-08-12,16089.2,16290.3,15922.3,15956.7,2187.8127880402
2025-08-13,16094.1,16197.1,15873.3,16197.1,2032.923387117
2025-08-14,16172.6,16231.5,15868.4,16074.4,2775.7811060184
2025-08-18,16241.3,16413,15976.3,16138.2,2920.4804147756
2025-08-19,16172.6,16648.5,16084.3,16584.7,3191.5368663912
2025-08-20,16584.7,16673.1,16359,16535.7,2773.7430875852
